,bajo_nivel_pobreza,codigo,direccio_estado,direccio_fisica,direccion_municipio,direccion_zipcode,director,distrito,escuela,espa_ol_avanzado,espa_ol_b_sico,espa_ol_pre_b_sico,espa_ol_proficiente,espa_ol_proficiente_avanzado,estatus_actual,fax,geolocalizacion,grado_1,grado_10,grado_11,grado_12,grado_2,grado_3,grado_4,grado_5,grado_6,grado_7,grado_8,grado_9,grado_infant,grado_k,grado_pk,grado_pke,grado_pkm,grado_sge,grado_sgi,grado_sgs,grado_toddler,grados_original,grados_posterior,ingl_s_avanzado,ingl_s_b_sico,ingl_s_pre_b_sico,ingl_s_proficiente,ingl_s_proficiente_avanzado,matem_ticas_avanzado,matem_ticas_b_sico,matem_ticas_pre_b_sico,matem_ticas_proficiente,matem_ticas_proficiente_avanzado,matricula_total,municipio_escolar,nivel_original,region,table_id,telefono,zona
604,79.62,40295,PR,CARR 459 SECTOR ESTEVES BO. CORRALES,AGUADILLA,00605-0000,YANIRA RAMOS ACEVEDO,AGUADILLA,HOMERO RIVERA SOLA,20.24,38.10,4.76,36.90,57.14,SI,891-8064,"{'latitude': '18.45726', 'longitude': '-67.12562'}",28,,,,33,21,25,35,,,,,,23,,,,,,,,K - 6,K - 6,32.14,32.14,9.52,26.19,58.33,35.71,25,1.19,38.10,73.81,165,AGUADILLA,ELEMENTAL,MAYAGUEZ,426,891-8064,RURAL
605,85.13,71753,PR,CALLE B URB LAS COLINAS,VEGA ALTA,9620000,WANDAI OLIVO CRESPO,VEGA ALTA,IGNACIO MIRANDA,61.24,16.28,0.78,21.71,82.95,SI,889-2775,"{'latitude': '18.41052', 'longitude': '-66.32616'}",43,,,,53,48,80,84,,,,,,50,,,,5,,,,K - 6,"k - 5, EEE",75.97,5.43,0.78,17.83,93.80,73.64,10.85,0,15.50,89.15,363,VEGA ALTA,ELEMENTAL,ARECIBO,428,883-2775,URBANA
606,85.09,79038,PR,CARR 2 KM 31 HM 8 SECT BAJURAS,VEGA ALTA,6921958,DALILA CARBONELL,VEGA ALTA,ILEANA DE GRACIA (SUPERIOR NUEVA),8.24,49.41,17.65,24.71,32.94,SI,270-3390,"{'latitude': '18.41993', 'longitude': '-66.33517'}",,190,92,89,,,,,,,,189,,,,,,,,,,12-Oct,12-Oct,15.12,24.42,39.53,20.93,36.05,0,58.62,39.08,2.30,2.30,560,VEGA ALTA,SUPERIOR,ARECIBO,429,270-3355,RURAL
607,87,10744,PR,PARCELAS IMBERY CALLE 6 ESQ 5,BARCELONETA,00617-0000,LEONARDO GUADARRAMA,MANATI,IMBERY,21.18,40,10.59,28.24,49.41,SI,846-0361,"{'latitude': '18.43753', 'longitude': '-66.55764'}",46,,,,34,38,43,35,,,,,,29,,,,6,,,,"K - 6 , EEE","K - 6 , EEE",11.83,44.97,10.06,33.14,44.97,20.59,39.41,11.18,28.82,49.41,231,BARCELONETA,ELEMENTAL,ARECIBO,430,846-0361,RURAL
608,92.65,41913,PR,CARR 366 KM 3 BO INDIERA FRIA,MARICAO,00606-0000,ANA L. BAEZ JUSINO,MAYAGUEZ,INDIERA FRIA,64.71,2.94,5.88,26.47,91.18,SI,838-2540,"{'latitude': '18.15058', 'longitude': '-66.93366'}",11,,,,13,9,10,12,7,,,,,7,9,,,3,,,,"PK - 6 , EEE","PK - 6 , EEE",20.59,23.53,5.88,50,70.59,47.06,26.47,2.94,23.53,70.59,81,MARICAO,ELEMENTAL,MAYAGUEZ,431,838-2534,RURAL
609,88.31,30189,PR,CARR 985 BO FLORENCIO,FAJARDO,00738-0000,RODOLFO RIVERA CARMONA,FAJARDO,INES ENCARNACION,23.53,45.88,17.65,12.94,36.47,SI,863-7570,"{'latitude': '18.31877', 'longitude': '-65.66831'}",22,,,,13,29,29,26,,,,,,28,,,,15,,,,"K - 6 , EEE","K - 6 , EEE",5.88,40,16.47,37.65,43.53,12.94,52.94,3.53,30.59,43.53,162,FAJARDO,ELEMENTAL,HUMACAO,432,863-7570,RURAL
610,85.03,23655,PR,CARR 156 KM 26 BO. PALOMAS SECTOR MANUEL ESPINA,COMERIO,00782-0000,LUIS TORRES CUEVAS,BARRANQUITAS,INES MARIA MENDOZA,83.18,2.80,0,14.02,97.20,SI,875-2084,"{'latitude': '18.22601', 'longitude': '-66.21714'}",22,,,,28,36,41,26,,,,,,14,,,35,,,,,K - 6,K - 6,42.99,17.76,0.93,38.32,81.31,85.05,1.87,0,13.08,98.13,202,COMERIO,ELEMENTAL,CAGUAS,434,875-2084,RURAL
611,68.38,27078,PR,URB VILLAS DE CASTRO CALLE 10 ESQ 11,CAGUAS,7260000,VACANTE,GURABO,INES MARIA MENDOZA,18.11,46.46,7.87,27.56,45.67,SI,744-6447,"{'latitude': '18.21628', 'longitude': '-66.0097'}",49,,,,43,35,50,43,,,,,,38,,,,3,,,,"K - 6 , EEE","K - 6 , EEE",10.16,43.75,17.97,28.13,38.28,26.77,27.56,3.94,41.73,68.50,261,CAGUAS II,ELEMENTAL,CAGUAS,435,744-6447,URBANA
612,77.42,57331,PR,AVE LUIS MUNOZ MARIN,YAUCO,00698-0000,ROSA CARABALLO PAGAN,YAUCO,INES MARIA MENDOZA,69.71,11.43,0.57,18.29,88,SI,856-6869,"{'latitude': '18.02949', 'longitude': '-66.86884'}",39,,,,31,49,47,34,,,,,,30,,2,,,,,,"PK - 6 , EEE","PK - 6, PKEE, EEE",57.71,6.29,0,36,93.71,28,36,2.86,33.14,61.14,232,YAUCO,ELEMENTAL,PONCE,436,856-7338,RURAL
613,82.51,62901,PR,"CARR. 842, KM. 2.6, CAIMITO BAJO",SAN JUAN,00926-0000,RITA BARRETO,SAN JUAN II,INES MARIA MENDOZA,6.35,54.97,16.85,21.82,28.18,SI,287-0790,"{'latitude': '18.33924', 'longitude': '-66.07748'}",32,74,65,69,24,17,22,27,25,110,96,81,,26,27,,,19,14,,10,"PK - 12 , EEE - EEI","PK - 12 , EEE - EEI",5.25,33.43,51.66,9.67,14.92,0.55,50.14,44.11,5.21,5.75,738,SAN JUAN V,TODOS LOS NIVELES,SAN JUAN,437,720-2853,RURAL
614,76.57,70458,PR,AVE TENIENTE MARTINEZ ALTURAS DE FLAMBOYAN,BAYAMON,00960-0000,MARIA T. RODRIGUEZ,BAYAMON,INES MARIA MENDOZA,22.56,36.59,15.85,25,47.56,SI,269-4579,"{'latitude': '18.38724', 'longitude': '-66.15097'}",40,,,,45,42,47,50,,,,,,40,,,,33,,,,"K - 6 , EEE","K - 6 , EEE",10.49,42.59,27.78,19.14,29.63,14.63,45.73,7.32,32.32,46.95,297,BAYAMON I,ELEMENTAL,BAYAMON,438,780-8232,URBANA
615,74.19,20479,PR,CARR 771 KM 9 HM 2 SECTOR MANA ABAJO BO BARRANCA,BARRANQUITAS,00794-0000,JAVIER PAGAN ROJAS,BARRANQUITAS,INOCENCIO CINTRON ZAYAS,83.33,0,0,16.67,100,SI,857-3597,"{'latitude': '18.24555', 'longitude': '-66.31086'}",12,,,,13,23,,,,,,,,15,,,33,,,,,K - 6,K - 6,79.17,0,0,20.83,100,83.33,0,0,16.67,100,96,BARRANQUITAS,ELEMENTAL,CAGUAS,439,857-3581,RURAL
616,80.89,13359,PR,CARR 110 KM 51 HM 6 BO SALTO ARRIBA,UTUADO,00641-0000,SONIA GONZALEZ CHEVERE,UTUADO,INOCENCIO MONTERO,20.10,39.71,13.88,26.32,46.41,SI,894-1448,"{'latitude': '18.24821', 'longitude': '-66.721'}",41,,,,34,36,39,38,34,39,30,,,33,,,,,,,,K - 9,K - 9,2.88,48.08,32.69,16.35,19.23,17.22,47.85,19.14,15.79,33.01,324,UTUADO,SEGUNDA UNIDAD,PONCE,440,894-1448,RURAL
617,82.78,64279,PR,"CALLE FERIA FINAL, #1312",SAN JUAN,00910-0000,MONSERRATE QUINONES,SAN JUAN I,INSTITUTO LOAIZA CORDERO,7.69,52.99,26.50,12.82,20.51,SI,723-9610,"{'latitude': '18.44667', 'longitude': '-66.07391'}",15,,,,15,18,16,10,26,21,14,,,19,7,,,34,,,,"PK - 9 , EEE","PK - 9 , EEE",2.56,35.90,47.01,14.53,17.09,0.85,56.41,29.91,12.82,13.68,195,SAN JUAN I,SEGUNDA UNIDAD,SAN JUAN,441,724-0893,URBANA
618,76.34,77461,,CARR 159 KM 19.0 BO QUEBRADA ARENAS,,,JOANNE ROSADO ALCAZAR,TOA BAJA,INT BO QUEBRADA ARENAS,33.64,31.81,7.55,27,60.64,SI,(787) 870-2530,"{'latitude': '18.33333333', 'longitude': '-66.91944444'}",24,,,,27,20,34,32,124,132,109,,,25,,,,,10,,,"7 - 9, EEI","K - 8, EEE, EEI",26.32,28.15,19.45,26.09,52.40,18.86,49.32,15.68,16.14,35,537,TOA ALTA,INTERMEDIO,BAYAMON,445,(787) 870-2500,RURAL
619,71.71,28456,,CARR 152 KM 7.5 BO QUEBRADILLAS,,,,BARRANQUITAS,INTERMEDIA BO QUEBRADILLAS,31.55,36.62,9.01,22.82,54.37,SI,,"{'latitude': '18.234232', 'longitude': '-66.285279'}",,,,,,,,,113,124,115,,,,,,,,5,,,7-9 EEI,7-9 EEI,28.25,28.25,10.17,33.33,61.58,4.51,63.38,10.70,21.41,25.92,357,BARRANQUITAS,INTERMEDIO,CAGUAS,447,(787) 857-7795,RURAL
620,84.18,70078,PR,URB SIERRA BAYAMON CALLE 61,BAYAMON,9607061,MINERVA FELICIANO MINGUELA,BAYAMON,INTERMEDIA CACIQUE AGUEYBANA,18.15,39.86,12.46,29.54,47.69,SI,798-3531,"{'latitude': '18.40737', 'longitude': '-66.17208'}",,92,82,59,,,,,49,56,94,106,,,,,,,19,,,"7 - 12 , EEI","7 - 12 , EEI",15,35.71,23.57,25.71,40.71,0,67.97,31.32,0.71,0.71,557,BAYAMON I,SECUNDARIO,BAYAMON,448,780-9906,URBANA
621,78.90,34462,PR,URB ROSSY VALLEY CALLE BARCELONA,CEIBA,00735-0000,IVELISSE MEDINA VENTURA,FAJARDO,INTERMEDIA NUEVA,4.87,45.78,31.17,18.18,23.05,SI,885-3170,"{'latitude': '18.26384', 'longitude': '-65.64618'}",,,,,,,,,125,121,75,,,,,,,,6,,,"7 - 9 , EEI","7 - 9 , EEI",7.17,35.18,44.30,13.36,20.52,0.33,50.49,48.53,0.65,0.98,327,CEIBA,INTERMEDIO,HUMACAO,449,885-3170,URBANA
622,89.29,36046,PR,CARR #187 KM 3 HM 9 BO MEDIANIA ALTA,LOIZA,7720000,LAURA MELENDEZ ROSA,CANOVANAS,INTERMEDIA NUEVA BO MEDIANIA,11.84,47.35,28.66,12.15,23.99,SI,876-1377,"{'latitude': '18.42601', 'longitude': '-65.84938'}",41,,,,28,27,44,41,57,58,100,,,25,16,,,5,,,,9-Jul,9-Jul,4.05,29.60,58.88,7.48,11.53,3.75,49.38,44.06,2.81,6.56,442,LOIZA,INTERMEDIO,HUMACAO,450,876-1377,RURAL
623,82.72,58123,PR,CARR 3 KM 83 HM 0 HACIA ALBERGUE OLIMPICO,SALINAS,7510000,INES M. VAZQUEZ DIAZ,GUAYAMA,INTERMEDIA SABANA LLANA,11.90,45.72,23.05,19.33,31.23,SI,824-0896,"{'latitude': '18.02434', 'longitude': '-66.25086'}",,,,,,,,,108,110,106,,,,,,,,,,,9-Jul,9-Jul,12.69,36.94,33.96,16.42,29.10,3.35,53.90,35.32,7.43,10.78,324,SALINAS,INTERMEDIO,CAGUAS,452,824-0896,RURAL
624,85.45,54429,PR,CARR 132 KM 14 HM 3 BO TALLABOA ALTA,PENUELAS,00624-0000,HUMBERTO BAEZ RODRIGUEZ,YAUCO,INTERMEDIA TALLABOA ALTA,9.87,45.74,28.25,16.14,26.01,SI,836-7799,"{'latitude': '18.05139', 'longitude': '-66.70386'}",,,,,,,33,40,45,54,48,,,,,,,,,,,9-Jul,9-Jul,6.28,43.05,43.50,7.17,13.45,2.24,58.74,33.18,5.83,8.07,220,PEÑUELAS,INTERMEDIO,PONCE,453,836-2100,RURAL
625,77.81,57835,PR,"CARR 3 SALIDA HACIA GUAYAMA, SANTOS P. AMADO FINAL",SALINAS,00751-0000,LUIS CARLOS AYES GARCIA,GUAYAMA,INTERMEDIA URBANA SALINAS,14.73,34.25,22.95,28.08,42.81,SI,824-3306,"{'latitude': '17.9729436', 'longitude': '-66.2984022'}",,,,,,,,,93,99,101,,,,,,,,36,,,"7 - 9 , EEI","7 - 9 , EEI",10.77,33.33,35.02,20.88,31.65,0.67,53.20,36.03,10.10,10.77,329,SALINAS,INTERMEDIO,CAGUAS,454,824-3306,URBANA
626,77.71,15750,PR,AVE JUAN HERNANDEZ ORTIZ,ISABELA,00662-0000,VIVIAN M. QUINONES BARRETO,SAN SEBASTIAN,IRMA DELIZ DE MUNOZ,11.56,47.62,13.61,27.21,38.78,SI,872-0940,"{'latitude': '18.49813', 'longitude': '-67.02123'}",,,,,,,,,216,202,215,,,,,,,,31,,,"7 - 9 , EEI","6 - 8, EEI, EEE",16.44,36.30,28.77,18.49,34.93,2.04,66.67,28.57,2.72,4.76,664,ISABELA,INTERMEDIO,MAYAGUEZ,455,872-4070,URBANA
627,87.79,70755,PR,AVE FLOR DEL VALLE URB LAS VEGAS,CATANO,00963-0086,JOANELLY MALDONADO VELAZQUEZ,TOA BAJA,ISAAC DEL ROSARIO,32.95,35.26,9.83,21.97,54.91,SI,788-6544,"{'latitude': '18.42984', 'longitude': '-66.14369'}",71,,,,80,77,65,87,,,,,,63,26,,,7,,,,"PK - 6 , EEE","K - 5, EEE",21.97,35.26,10.40,32.37,54.34,28.90,30.06,5.78,35.26,64.16,476,CATANO,ELEMENTAL,BAYAMON,456,788-7210,URBANA
628,80.93,34363,PR,URB LOS ALMENDROS,JUNCOS,00777-0000,JUAN A. RODRIGUEZ MEDINA,LAS PIEDRAS,ISABEL FLORES,20.91,50.91,10,18.18,39.09,SI,713-2845,"{'latitude': '18.22734', 'longitude': '-65.90938'}",,143,112,112,,,,,,,,149,,,,,,,,34,,"10 - 12 , EES","10 - 12 , EES",15.45,32.73,32.73,19.09,34.55,0,69.09,30,0.91,0.91,550,JUNCOS,SUPERIOR,HUMACAO,457,734-6816,URBANA
629,84.65,40667,PR,CALLE 65 INFANTERIA,ANASCO,00610-0000,DONNY RAMOS MALAVE,AGUADILLA,ISABEL SUAREZ,12.19,50.42,10.53,26.87,39.06,SI,826-2575,"{'latitude': '18.2813', 'longitude': '-67.13682'}",,,,,,,,,94,218,176,,,,,,,,13,,,9-Jul,"6 - 8, EEI",10.11,35.11,34.27,20.51,30.62,0.56,70.83,25.83,2.78,3.33,501,ANASCO,INTERMEDIO,MAYAGUEZ,458,826-2998,URBANA
630,84.24,52621,PR,4 CALLES BO SAN ANTON,PONCE,00732-2263,AURY OCASIO LANDRON,PONCE,ISMAEL MALDONADO LUGARO,10.75,51.08,23.66,14.52,25.27,SI,843-2135,"{'latitude': '18.00551', 'longitude': '-66.60409'}",,,,,,,,,112,69,22,,,,,,,,,,,9-Jul,9-Jul,5.91,39.78,34.41,19.89,25.81,0.54,54.84,40.86,3.76,4.30,203,PONCE II,INTERMEDIO,PONCE,459,843-2135,URBANA
631,75.77,12377,PO BOX 370,CARR 159 KM  O HM 7 AVE COROZAL BO PUEBLO,MOROVIS,00687-0000,VACANTE,OROCOVIS,JAIME A COLLAZO DEL RIO,15.53,50.49,13.11,20.87,36.41,SI,862-5492,"{'latitude': '18.32492', 'longitude': '-66.40455'}",,195,208,195,,,,,,,,184,,,,,,,,,,12-Oct,12-Oct,15.05,26.70,39.81,18.45,33.50,0.49,68.45,29.61,1.46,1.94,782,MOROVIS,SUPERIOR,BAYAMON,461,862-2300,URBANA
632,86.90,32763,PR,CARR 900 URB JAIME C RODRIGUEZ,YABUCOA,7670006,AIDA I. DIAZ BAEZ,YABUCOA,JAIME C RODRIGUEZ,30.23,38.37,8.14,23.26,53.49,SI,893-2010,"{'latitude': '18.04678', 'longitude': '-65.88723'}",26,,,,26,23,25,26,7,,,,,,,,40,7,,,10,"K - 6 , EEE","K - 6 , EEE",1.16,50,24.42,24.42,25.58,24.42,39.53,5.81,30.23,54.65,190,YABUCOA,ELEMENTAL,HUMACAO,462,893-2010,RURAL
633,77.27,17889,PR,CARR 149 RAMAL 615 KM 7,CIALES,6380000,OMAYRA GARCIA GARCIA,MANATI,JAIME COIRA ORTIZ,37.60,24.80,4.80,32.80,70.40,SI,871-0495,"{'latitude': '18.27293', 'longitude': '-66.48243'}",16,,,,22,26,18,19,19,19,27,,,21,,,,,,,,K - 9,K - 9,25.81,25.81,2.42,45.97,71.77,26.40,37.60,8.80,27.20,53.60,187,CIALES,SEGUNDA UNIDAD,ARECIBO,463,871-4692,RURAL
634,94.55,52225,PR,AVE ROOSEVELT BDA BALDORIOTY,PONCE,00732-7025,LEILA FAUSTO,PONCE,JAIME L DREW,19.20,39.20,9.60,32,51.20,SI,842-7343,"{'latitude': '18.00872', 'longitude': '-66.62797'}",47,,,,42,33,34,40,,,,,,44,,,,26,,,,"K - 6 , EEE","K - 6 , EEE",1.61,58.06,23.39,16.94,18.55,19.35,46.77,7.26,26.61,45.97,266,PONCE III,ELEMENTAL,PONCE,464,842-7343,URBANA
635,87.91,40915,PR,CARR 103 KM 7 HM 1 BO PEDERNALES,CABO ROJO,6230770,PEDRO E BARBOSA FELICIANO,CABO ROJO,JAMES GARFIELD,19.23,45.38,17.69,17.69,36.92,SI,851-5027,"{'latitude': '18.08048', 'longitude': '-67.1506'}",22,,,,31,29,36,32,,,,,,25,,20,,19,,,,"K - 6 , EEE","K - 6 , EEE",21.54,33.08,17.69,27.69,49.23,38.46,30.77,16.92,13.85,52.31,214,CABO ROJO,ELEMENTAL,MAYAGUEZ,466,851-5027,RURAL
636,75.57,56424,PR,CARR 505 KM 7 HM 0 URB JARDINES DE PONCE,PONCE,00731-0000,DR. ROGELIO MONTALVO FIGUEROA,PONCE,JARDINES DE PONCE,15.68,40.68,13.14,30.51,46.19,SI,840-2476,"{'latitude': '18.04306', 'longitude': '-66.59023'}",,,,,,,,,107,123,118,,,,,,,,,,,9-Jul,9-Jul,11.02,31.36,30.93,26.69,37.71,1.69,69.49,28.81,0,1.69,348,PONCE I,INTERMEDIO,PONCE,468,844-3400,URBANA
637,83.63,60228,PR,CARR. 853 KM 8.3 BO. BARRAZAS,CAROLINA,00984-0000,RICHARD COLLAZO RIVERA,CAROLINA,JESUS MANUEL SUAREZ,55.24,18.18,2.80,23.78,79.02,SI,750-4290,"{'latitude': '18.32666', 'longitude': '-65.93969'}",22,,,,31,22,33,39,38,,,,,25,,,,18,,,,"K - 6 , EEE","K - 6 , EEE",28.47,31.39,5.11,35.04,63.50,53.19,22.70,2.13,21.99,75.18,228,CAROLINA I,ELEMENTAL,SAN JUAN,469,750-2774,RURAL
638,86.83,65078,PR,CALLE 46 ESQ. BOULEVARD AVE. CALDERON FINAL,CAROLINA,00986-7738,VILMARIE FONT,CAROLINA,JESUS MARIA SANROMA,8.46,49.75,21.39,20.40,28.86,SI,257-3560,"{'latitude': '18.39564', 'longitude': '-65.9538'}",44,,,,49,46,50,33,,,,,,42,,,,24,,,,"K - 6 , EEE","K - 6 , EEE",7.96,47.76,32.34,11.94,19.90,7.46,55.22,18.91,18.41,25.87,288,CAROLINA II,ELEMENTAL,SAN JUAN,470,769-8451,URBANA
639,62.17,70508,PR,URB SANTA JUANITA CALLE MARTIZ SECC 9,BAYAMON,9560000,EMMA MORALES,BAYAMON,JESUS SANCHEZ ERAZO,25,39.20,5.68,30.11,55.11,SI,786-4565,"{'latitude': '18.35848', 'longitude': '-66.15721'}",,,,,,,,,146,185,203,,,,,,,,,,,9-Jul,9-Jul,25.29,29.47,16.16,29.09,54.37,0.95,73.38,19.77,5.89,6.84,534,BAYAMON II,INTERMEDIO,BAYAMON,471,787-4831,URBANA
640,91.01,69112,PR,"CALLE AZUCENA, ESQ. GARDENIA, URB. VILLA BLANCA",TRUJILLO ALTO,00976-0000,CHARISSE A. ALERS CRUZ,GUAYNABO,JESUS SILVA,47.72,24.37,6.60,21.32,69.04,SI,748-3980,"{'latitude': '18.36804', 'longitude': '-66.02305'}",39,,,,51,41,53,48,,,,,,29,,,,14,,,,"K - 6 , EEE","K - 6 , EEE",24.23,29.38,11.34,35.05,59.28,39.09,20.30,7.61,32.99,72.08,275,TRUJILLO ALTO,ELEMENTAL,SAN JUAN,472,761-0565,RURAL
641,91.26,12096,PR,AVE ROSAS ESQ PATRIOTA POZO,MANATI,00674-0000,OLGA LLITERA,MANATI,JESUS T PINERO,11.62,40.66,25.73,21.99,33.61,SI,854-2259,"{'latitude': '18.42624', 'longitude': '-66.49088'}",,,,,,,,,145,134,108,,,,,,,,27,,,"7 - 9 , EEI","7 - 9 , EEI",4.98,31.95,37.76,25.31,30.29,0.83,68.05,30.71,0.41,1.24,414,MANATI,INTERMEDIO,ARECIBO,473,854-2259,URBANA
642,74.11,21550,PR,"CALLE JOSE DE DIEGO FINAL, SALIDA ARENAS",CIDRA,00739-0000,EDUARDO MELENDEZ RIVERA,CIDRA,JESUS T PINERO,37.77,28.42,3.96,29.86,67.63,SI,739-4244,"{'latitude': '18.17438', 'longitude': '-66.1591'}",,,,,,,,,,105,165,104,,,,,,,48,,,"7 - 9 , EEI","7 - 9 , EEI",23.02,40.29,11.15,25.54,48.56,40.29,38.85,3.24,17.63,57.91,422,CIDRA,INTERMEDIO,CAGUAS,475,739-2481,URBANA
643,87.26,60335,PR,"CARR. 857, BO. CARRUSO",CAROLINA,9870000,DR. EDWARD PENA LOPEZ,CAROLINA,JESUS T PINERO,35.18,33.99,15.42,15.42,50.59,SI,750-0260,"{'latitude': '18.31455', 'longitude': '-65.91477'}",26,,,,22,26,37,28,34,67,61,,,16,,,,4,,,,"K - 9 , EEI",K - 8,5.51,38.19,38.19,18.11,23.62,15.42,53.36,21.34,9.88,25.30,321,CAROLINA I,SEGUNDA UNIDAD,SAN JUAN,476,750-0260,RURAL
644,88.37,31252,PR,CARR 187 KM 9 HM 8 BO MEDIANIA ALTA,LOIZA,7720000,JORGE P. PIZARRO OSORIO,CANOVANAS,JOBOS,36.59,29.27,14.63,19.51,56.10,SI,256-4500,"{'latitude': '18.42738', 'longitude': '-65.86441'}",19,,,,9,14,14,13,,,,,,21,,,,,,,,K - 6,K - 6,7.32,36.59,26.83,29.27,36.59,15.38,64.10,7.69,12.82,28.21,90,LOIZA,ELEMENTAL,HUMACAO,480,256-4500,RURAL
645,96.97,10355,PR,AVE CONSTITUCION BO COTTO,ARECIBO,00613-0000,MARY E. MALDONADO NEGRON,ARECIBO,JOHN W HARRIS,25.19,27.48,28.24,19.08,44.27,SI,878-1514,"{'latitude': '18.46304', 'longitude': '-66.73129'}",41,,,,27,41,26,27,,,,,,38,,,,41,,,,"K - 6 , EEE","K - 6 , EEE",16.79,35.88,15.27,32.06,48.85,31.30,40.46,22.14,6.11,37.40,241,ARECIBO II,ELEMENTAL,ARECIBO,484,878-1514,URBANA
646,76.20,35972,PR,CARR 181 KM 12 BO ESPINO,SAN LORENZO,7540000,VACANTE,YABUCOA,JORGE ROSARIO DEL VALLE,20.64,40.37,18.35,20.64,41.28,SI,736-9269,"{'latitude': '18.12068', 'longitude': '-65.99334'}",30,,,,33,33,47,37,32,39,37,,,33,16,4,,25,,,,"PK - 6 , EEE","PK - 6 , EEE",11.01,34.40,38.07,16.51,27.52,12.84,50.46,24.31,12.39,25.23,366,SAN LORENZO,ELEMENTAL,HUMACAO,485,736-5830,RURAL
647,74.74,58131,PR,AVE LUIS MUNOZ MARIN AL LADO CDT,COAMO,7690000,VACANTE,SANTA ISABEL,JOSE  M ESPADA ZAYAS,39.42,30.77,5.77,24.04,63.46,SI,825-1435,"{'latitude': '18.0732', 'longitude': '-66.36784'}",26,,,,29,55,42,53,47,,,,,35,,4,,25,,,,"K - 6 , EEE","K - 6 , EEE",50.48,21.15,8.17,20.19,70.67,40.87,30.29,6.25,22.60,63.46,316,COAMO,ELEMENTAL,PONCE,488,825-1435,URBANA
648,87.50,32573,PR,CALLE JOSE F CINTRON FINAL,YABUCOA,7670699,ELBA L.QUILES ARVELO,YABUCOA,JOSE .F CINTRON Y ANEXO,19.40,47.76,17.91,14.93,34.33,SI,266-2323,"{'latitude': '18.05066', 'longitude': '-65.87582'}",10,,,,13,18,17,21,,,,,,19,,1,,15,,,,"K - 6 , EEE","K - 6 , EEE",7.46,44.78,32.84,14.93,22.39,11.94,47.76,13.43,26.87,38.81,114,YABUCOA,ELEMENTAL,HUMACAO,489,266-2333,URBANA
649,82.10,34777,PR,CALLE ALGARIN FINAL BO MAMEY,JUNCOS,00777-0000,MARICARMEN MEDINA SEPULVEDA,LAS PIEDRAS,JOSE A LOPEZ CASTRO,11.54,46.15,21.79,20.51,32.05,SI,734-5140,"{'latitude': '18.22678', 'longitude': '-65.92984'}",,,,,,,,,32,46,84,,,,,,,,,,,9-Jul,9-Jul,6.41,32.69,48.08,12.82,19.23,3.21,48.08,33.33,15.38,18.59,162,JUNCOS,INTERMEDIO,HUMACAO,492,734-4544,URBANA
650,,55806,PR,CARR 518 KM 1 HM 1 BO SALTILLO,ADJUNTAS,00601-0000,SAMUEL VALENTIN,UTUADO,JOSE B BARCELO OLIVER,,,,,,SI,829-5322,"{'latitude': '18.148034', 'longitude': '-66.729973'}",,,,,,,,,,,,,,,,,,,,,,ADULTOS,ADULTOS,,,,,,,,,,,,ADJUNTAS,PS - OTROS,PONCE,495,829-5379,RURAL
651,82.43,15446,PR,CARR 2 KM 11 HM 2 BO MORA,ISABELA,00662-0000,DORIS L. CHAPARRO RIOS,SAN SEBASTIAN,JOSE C ROSARIO,20.70,44.05,14.10,21.15,41.85,SI,830-2025,"{'latitude': '18.4697', 'longitude': '-67.02716'}",23,,,,20,24,26,34,86,121,119,,,16,,,,,6,,,9-Jul,"K - 8, EEI, EEE",18.94,28.63,31.72,20.70,39.65,0,65.20,32.16,2.64,2.64,475,ISABELA,INTERMEDIO,MAYAGUEZ,496,830-2025,RURAL
652,85.56,31070,PR,CARR 185 KM 5 HM 5 BO CAMPO RICO,CANOVANAS,00729-0000,MILDRED VALENTIN FRANCO,CANOVANAS,JOSE CALZADA FERRER,9.68,49.03,20.65,20.65,30.32,SI,876-4359,"{'latitude': '18.33612', 'longitude': '-65.88934'}",44,,,,39,35,32,40,62,40,37,,,51,13,3,,8,,,,"K - 9 , EEE","K - 8, PKEE, EEE, EEI",6.58,42.76,43.42,7.24,13.82,5.19,62.34,24.03,8.44,13.64,404,CANOVANAS,SEGUNDA UNIDAD,HUMACAO,497,876-4359,RURAL
653,76.27,22582,PR,CALLE EMILIO BUITRAGO,SAN LORENZO,00754-0000,ARDENIA APONTE DIEPPA,YABUCOA,JOSE CAMPECHE,13.29,45.57,14.56,26.58,39.87,SI,736-2668,"{'latitude': '18.19024', 'longitude': '-65.96531'}",,182,161,151,,,,,,,,202,,,,,,,,8,,"10 - 12 , EES","10 - 12 , EES",8.92,28.66,48.41,14.01,22.93,0,61.01,38.36,0.63,0.63,704,SAN LORENZO,SUPERIOR,HUMACAO,498,736-2701,URBANA
654,66.53,70482,PR,URB SANTA JUANITA CALLE ROBLE SECC 11,BAYAMON,9560000,IVAN BENITEZ,BAYAMON,JOSE CAMPECHE,38.93,28.19,10.07,22.82,61.74,SI,786-1580,"{'latitude': '18.35157', 'longitude': '-66.16018'}",30,,,,33,36,35,29,41,,,,,35,,,,14,,,,"K - 6 , EEE","K - 6 , EEE",22.30,34.46,11.49,31.76,54.05,28.38,37.84,12.16,21.62,50,253,BAYAMON II,ELEMENTAL,BAYAMON,499,786-1580,URBANA
